hotel_name,star_rating,rating_score,location_score,review_amount,bed_info,price,breakfast_included,free_cancellation,no_prepayment_needed,centrally_located,sustainability_certification,distance_from_downtown,checkin,checkout
WestHouse Hotel New York,5,8.1,9.4,1906,1 queen bed,"₪ 3,021",True,True,True,True,True,,22 March 2025,23 March 2025
Hampton Inn Times Square Central,3,8.4,9.5,2829,1 king bed,"₪ 1,641",True,True,True,True,True,,22 March 2025,23 March 2025
The FIDI Hotel,4,8.1,,1499,1 king bed,₪ 890,False,True,True,True,False,7.6 km from downtown,22 March 2025,23 March 2025
DoubleTree by Hilton New York Downtown,4,7.5,,3950,2 full beds,"₪ 1,239",False,True,True,True,True,7.6 km from downtown,22 March 2025,23 March 2025
Lex Hotel NYC,3,8.3,,1527,1 queen bed,"₪ 1,018",False,False,False,True,False,3 km from downtown,22 March 2025,23 March 2025
Romer Hell's Kitchen,4,8.6,9.5,2599,1 king bed,"₪ 1,641",True,True,True,True,True,,22 March 2025,23 March 2025
New York Hilton Midtown,4,7.4,9.4,2035,1 queen bed,"₪ 1,209",False,False,False,True,False,,22 March 2025,23 March 2025
Executive Hotel Le Soleil New York,4,8.7,9.5,4605,1 queen bed,"₪ 1,398",False,True,False,True,False,2 km from downtown,22 March 2025,23 March 2025
"The Time New York, part of JdV by Hyatt",4,7.7,9.3,1752,1 queen bed,"₪ 1,310",False,True,False,True,True,,22 March 2025,23 March 2025
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,3,8.0,9.3,1030,1 king bed,₪ 971,True,True,True,True,False,2.6 km from downtown,22 March 2025,23 March 2025
Hotel Indigo Lower East Side New York by IHG,4,7.4,,535,1 queen bed,"₪ 1,415",False,True,True,True,False,5.2 km from downtown,22 March 2025,23 March 2025
NYC Empire Apartments,3,7.3,9.4,1085,N/A,"₪ 1,647",False,False,False,True,False,2.4 km from downtown,22 March 2025,23 March 2025
Refinery Hotel - New York,5,8.6,9.4,595,1 queen bed,"₪ 1,663",False,True,False,True,False,,22 March 2025,23 March 2025
Park Central,4,7.4,9.4,7536,1 king bed,"₪ 1,473",False,True,False,True,True,,22 March 2025,23 March 2025
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,4,8.0,9.5,4633,1 king bed,"₪ 1,310",True,True,True,True,True,2.1 km from downtown,22 March 2025,23 March 2025
Hyatt Centric Wall Street New York,4,8.1,,808,1 king bed,"₪ 1,280",False,True,True,True,False,7.3 km from downtown,22 March 2025,23 March 2025
Graduate by Hilton New York,4,8.8,9.4,4433,1 king bed,"₪ 1,042",False,False,True,True,True,2.6 km from downtown,22 March 2025,23 March 2025
Hyatt Centric Midtown 5th Avenue New York,4,8.0,,1194,1 king bed,"₪ 1,218",False,True,True,True,False,,22 March 2025,23 March 2025
The Gotham Hotel,4,8.5,9.5,1735,N/A,"₪ 1,817",False,False,False,True,False,,22 March 2025,23 March 2025
Hampton Inn by Hilton New York Times Square,3,7.8,9.5,2699,1 king bed,"₪ 1,458",True,False,True,True,False,,22 March 2025,23 March 2025
Hyatt Herald Square New York,4,8.1,9.3,1345,1 king bed,"₪ 1,830",False,True,False,True,True,2.4 km from downtown,22 March 2025,23 March 2025
The Manhattan at Times Square,4,5.5,,7600,N/A,"₪ 1,260",False,True,False,True,True,,22 March 2025,23 March 2025
"U Hotel Fifth Avenue, Empire State Building",3,7.9,9.5,3369,1 full bed,"₪ 1,138",False,True,True,True,False,2.1 km from downtown,22 March 2025,23 March 2025
The Muse New York,4,8.5,9.5,2665,1 king bed,"₪ 1,570",False,True,False,True,True,,22 March 2025,23 March 2025
DoubleTree by Hilton Hotel New York City - Chelsea,4,7.2,,3782,2 full beds,"₪ 1,485",False,True,True,True,True,2.5 km from downtown,22 March 2025,23 March 2025
"Hotel 50 Bowery, part of JdV by Hyatt",4,8.6,,956,1 king bed,"₪ 1,413",True,True,True,True,False,5.9 km from downtown,22 March 2025,23 March 2025
Hotel Belleclaire Central Park,4,8.2,9.3,5115,1 full bed,"₪ 1,469",True,True,True,True,False,1.6 km from downtown,22 March 2025,23 March 2025
voco Times Square South New York by IHG,4,8.1,,3868,1 full bed,"₪ 1,285",False,True,True,True,False,,22 March 2025,23 March 2025
Sanctuary Hotel New York,4,8.2,9.7,1527,1 queen bed,"₪ 1,548",True,True,False,True,False,,22 March 2025,23 March 2025
Hotel Indigo NYC Downtown - Wall Street by IHG,4,8.4,,1055,1 queen bed,₪ 984,False,False,False,True,False,7.3 km from downtown,22 March 2025,23 March 2025
Heritage Hotel New York City,3,7.4,9.4,3801,1 king bed,"₪ 1,097",False,False,False,True,False,2.8 km from downtown,22 March 2025,23 March 2025
Pod 39,3,8.3,9.5,12817,1 full bed,"₪ 1,012",False,False,False,True,False,,22 March 2025,23 March 2025
Moxy NYC Chelsea,4,8.3,9.3,3053,1 king bed,"₪ 1,344",False,False,False,True,False,2.5 km from downtown,22 March 2025,23 March 2025
Hard Rock Hotel New York,4,8.6,9.4,3052,1 king bed,"₪ 1,975",False,True,False,True,False,,22 March 2025,23 March 2025
"Gild Hall, A Thompson Hotel, by Hyatt",4,8.4,,366,1 king bed,"₪ 1,160",False,True,True,True,False,7 km from downtown,22 March 2025,23 March 2025
Arlo NoMad,4,8.4,9.4,2256,1 queen bed,"₪ 1,210",False,True,False,True,False,2.4 km from downtown,22 March 2025,23 March 2025
Concorde Hotel New York,4,8.7,9.5,1706,1 queen bed,"₪ 1,494",False,True,False,True,False,,22 March 2025,23 March 2025
"Hotel Shocard Broadway, Times Square",3,7.1,9.3,2780,1 queen bed,₪ 964,False,True,True,True,False,,22 March 2025,23 March 2025
Moxy NYC East Village,4,8.3,,1817,1 queen bed,"₪ 1,599",False,True,True,True,False,4.1 km from downtown,22 March 2025,23 March 2025
The Michelangelo Hotel,4,8.5,9.5,1756,1 king bed,"₪ 1,407",False,False,False,True,False,,22 March 2025,23 March 2025
The Flat NYC,3,7.9,9.5,2535,1 king bed,₪ 920,False,False,False,True,False,2.9 km from downtown,22 March 2025,23 March 2025
Aloft Manhattan Downtown - Financial District,4,7.9,,1099,1 king bed,"₪ 1,097",False,True,True,True,False,6.8 km from downtown,22 March 2025,23 March 2025
CIVILIAN Hotel,4,8.7,9.6,4855,1 queen bed,"₪ 1,503",False,True,False,True,False,,22 March 2025,23 March 2025
Hotel St. James,2,8.1,9.7,3234,1 full bed,"₪ 1,440",False,False,False,True,False,,22 March 2025,23 March 2025
SoHo 54,3,7.7,,4022,1 king bed,"₪ 2,986",False,False,False,True,False,5.3 km from downtown,24 March 2025,29 March 2025
Pod 51,3,7.9,9.3,11292,2 twin beds,"₪ 3,168",False,True,True,True,False,,24 March 2025,29 March 2025
"U Hotel Fifth Avenue, Empire State Building",3,7.9,9.5,3369,1 full bed,"₪ 3,483",False,True,False,True,False,2.1 km from downtown,24 March 2025,29 March 2025
Park Lane New York,5,7.9,9.6,5069,1 king bed,"₪ 8,643",False,False,False,True,False,,24 March 2025,29 March 2025
DoubleTree by Hilton New York Downtown,4,7.5,,3950,1 king bed,"₪ 3,528",False,False,False,True,True,7.6 km from downtown,24 March 2025,29 March 2025
Pod Times Square,3,8.3,9.4,23112,2 twin beds,"₪ 3,747",False,True,True,True,False,,24 March 2025,29 March 2025
Doubletree By Hilton New York Times Square West,4,6.8,,10901,1 king bed,"₪ 4,304",False,False,False,True,True,,24 March 2025,29 March 2025
The Belvedere Hotel,3,7.9,9.4,5881,1 king bed,"₪ 3,594",False,True,False,True,False,,24 March 2025,29 March 2025
HGU New York,4,7.8,9.3,2077,1 king bed,"₪ 3,951",False,True,True,True,False,2.4 km from downtown,24 March 2025,29 March 2025
DoubleTree by Hilton New York Times Square South,4,8.2,,6488,1 king bed,"₪ 5,375",False,False,False,True,True,,24 March 2025,29 March 2025
The Shelburne Sonesta New York,4,8.3,,2267,1 queen bed,"₪ 4,597",False,False,False,True,False,2.2 km from downtown,24 March 2025,29 March 2025
Hyatt Grand Central New York,4,7.4,,2957,1 king bed,"₪ 6,194",False,True,True,True,False,,24 March 2025,29 March 2025
Aura Hotel Times Square Newly Renovated,4,7.7,9.4,526,1 queen bed,"₪ 4,266",False,True,False,True,False,,24 March 2025,29 March 2025
Element Times Square West,4,8.1,,7691,1 king bed,"₪ 4,626",True,False,False,True,False,,24 March 2025,29 March 2025
Fairfield Inn by Marriott New York Manhattan/Financial District,3,7.8,,3655,1 king bed,"₪ 3,830",True,True,True,True,False,7.2 km from downtown,24 March 2025,29 March 2025
Pod 39,3,8.3,9.5,12817,2 twin beds,"₪ 3,744",False,True,True,True,False,,24 March 2025,29 March 2025
Delta Hotels by Marriott New York Times Square,4,7.9,,3724,1 king bed,"₪ 4,158",False,False,False,True,False,,24 March 2025,29 March 2025
"The New Yorker, A Wyndham Hotel",4,7.7,9.4,15547,1 queen bed,"₪ 4,495",False,True,False,True,False,,24 March 2025,29 March 2025
Romer Hell's Kitchen,4,8.6,9.5,2599,1 king bed,"₪ 7,246",False,True,True,True,True,,24 March 2025,29 March 2025
Archer Hotel New York,4,8.8,9.5,1039,1 full bed,"₪ 6,636",False,True,True,True,True,,24 March 2025,29 March 2025
citizenM New York Bowery,4,8.7,,3285,1 king bed,"₪ 5,317",False,True,True,True,True,5.4 km from downtown,24 March 2025,29 March 2025
Hilton Garden Inn West 35th Street,3,8.2,9.5,3070,1 king bed,"₪ 4,982",False,False,False,True,True,2 km from downtown,24 March 2025,29 March 2025
The Renwick,4,8.4,9.6,2795,1 king bed,"₪ 5,191",False,True,False,True,False,,24 March 2025,29 March 2025
"The Beekman, A Thompson Hotel, by Hyatt",5,8.8,,349,1 king bed,"₪ 16,786",False,True,True,True,True,6.7 km from downtown,24 March 2025,29 March 2025
Millennium Hotel Broadway Times Square,4,7.4,9.4,7880,1 queen bed,"₪ 5,532",False,True,True,True,False,,24 March 2025,29 March 2025
Omni Berkshire Place,4,8.6,9.6,1704,1 king bed,"₪ 8,800",False,True,False,True,False,,24 March 2025,29 March 2025
Holiday Inn Express - Times Square by IHG,3,6.9,,2211,1 king bed,"₪ 4,039",True,False,False,True,False,,24 March 2025,29 March 2025
Hampton Inn Manhattan Chelsea,3,7.2,,1832,1 king bed,"₪ 5,462",True,False,False,True,True,2.9 km from downtown,24 March 2025,29 March 2025
Hyatt Place New York City - Times Square,4,7.8,,21755,1 king bed,"₪ 5,399",True,True,True,True,False,,24 March 2025,29 March 2025
"The Cloud One New York-Downtown, by the Motel One Group",4,8.6,9.4,6557,2 full beds,"₪ 4,771",False,True,True,True,False,7 km from downtown,24 March 2025,29 March 2025
The Pearl Hotel,4,8.7,9.7,2135,1 queen bed,"₪ 8,392",True,True,False,True,False,,24 March 2025,29 March 2025
The Herald by LuxUrban,3,7.7,9.6,9270,1 king bed,"₪ 4,422",False,False,False,True,False,2 km from downtown,24 March 2025,29 March 2025
Sonder Battery Park,3,8.6,,2568,N/A,"₪ 5,451",False,True,False,True,False,7.5 km from downtown,24 March 2025,29 March 2025
Hilton Garden Inn New York/Midtown Park Avenue,3,8.1,9.3,2239,1 king bed,"₪ 5,594",False,False,True,True,True,2.4 km from downtown,24 March 2025,29 March 2025
"The Beekman Tower, Trademark Collection by Wyndham",4,8.4,,1680,N/A,"₪ 5,800",False,True,True,False,False,,24 March 2025,29 March 2025
TRYP by Wyndham New York City Times Square - Midtown,4,7.4,,2691,1 queen bed,"₪ 4,988",False,False,False,True,False,,24 March 2025,29 March 2025
Hotel Lucerne,4,8.5,9.5,2180,N/A,"₪ 7,339",False,True,False,True,False,1.7 km from downtown,24 March 2025,29 March 2025
Millennium Downtown New York,4,7.1,,5275,1 king bed,"₪ 4,914",False,False,False,True,True,6.8 km from downtown,24 March 2025,29 March 2025
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,4,8.6,9.4,1785,N/A,"₪ 7,252",True,False,False,True,True,6.9 km from downtown,24 March 2025,29 March 2025
TownePlace Suites by Marriott New York Manhattan/Chelsea,4,8.2,9.4,7685,N/A,"₪ 6,369",True,True,False,True,False,2.5 km from downtown,24 March 2025,29 March 2025
Holiday Inn Express New York City Chelsea by IHG,3,7.8,,3615,1 king bed,"₪ 5,302",True,False,False,True,False,2.4 km from downtown,24 March 2025,29 March 2025
Courtyard New York Downtown Manhattan/Financial District,3,7.8,,2260,1 king bed,"₪ 4,596",False,True,True,True,False,7.1 km from downtown,24 March 2025,29 March 2025
"The Mayfair Hotel Times Square, Ascend Hotel Collection",3,8.6,9.6,2101,1 full bed,"₪ 4,268",False,True,False,True,False,,24 March 2025,29 March 2025
Pestana Park Avenue,4,8.9,9.6,1000,1 queen bed,"₪ 6,546",False,False,False,True,False,,24 March 2025,29 March 2025
"Dream Downtown, by Hyatt",4,7.3,,1468,1 king bed,"₪ 8,504",False,True,True,True,False,3.4 km from downtown,24 March 2025,29 March 2025
Four Points by Sheraton New York Downtown,3,7.9,,2036,2 full beds,"₪ 5,734",False,True,True,True,False,7 km from downtown,24 March 2025,29 March 2025
Virgin Hotels New York City,4,8.3,,1438,1 king bed,"₪ 7,298",False,True,False,True,False,2.5 km from downtown,24 March 2025,29 March 2025
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,3,8.0,9.5,1203,N/A,"₪ 6,263",True,True,True,True,False,1.9 km from downtown,24 March 2025,29 March 2025
M Social Hotel Times Square New York,4,8.4,9.6,11969,1 king bed,"₪ 7,939",False,True,True,True,True,,24 March 2025,29 March 2025
W New York - Times Square,4,7.9,9.3,1391,1 king bed,"₪ 7,122",False,False,False,True,False,,24 March 2025,29 March 2025
InterContinental New York Times Square by IHG,4,8.0,,1769,N/A,"₪ 7,638",False,True,True,True,False,,24 March 2025,29 March 2025
"The Draper New York, Tapestry Collection by Hilton",3,8.2,9.4,1398,1 king bed,"₪ 4,960",False,False,False,True,False,1.9 km from downtown,24 March 2025,29 March 2025
West Side YMCA,3,6.6,9.4,15373,1 bunk bed,"₪ 2,076",False,False,False,True,False,350 m from downtown,24 March 2025,29 March 2025
Courtyard New York Manhattan/Midtown East,4,8.0,,1663,"2 beds (1 king, 1 sofa bed)","₪ 7,115",False,False,False,True,False,,24 March 2025,29 March 2025
70 Park Avenue Hotel,4,8.3,9.5,2345,Multiple bed types,"₪ 5,855",False,False,False,True,True,,24 March 2025,29 March 2025
MOXY NYC Times Square,4,8.1,9.4,5790,1 queen bed,"₪ 6,438",True,False,False,True,False,1.9 km from downtown,24 March 2025,29 March 2025
Hyatt Place New York/Midtown-South,4,8.3,9.5,2969,1 king bed,"₪ 5,395",True,False,False,True,True,2 km from downtown,24 March 2025,29 March 2025
Hampton Inn Times Square Central,3,8.4,9.5,2829,1 king bed,"₪ 6,349",True,False,True,True,True,,24 March 2025,29 March 2025
The FIDI Hotel,4,8.1,,1499,1 full bed,"₪ 4,050",False,True,True,True,False,7.6 km from downtown,24 March 2025,29 March 2025
Hilton Garden Inn New York Central Park South-Midtown West,3,7.7,9.4,8760,1 king bed,"₪ 6,703",False,False,False,True,False,,24 March 2025,29 March 2025
Lex Hotel NYC,3,8.3,,1527,1 queen bed,"₪ 4,344",False,True,False,True,False,3 km from downtown,24 March 2025,29 March 2025
New York Hilton Midtown,4,7.4,9.4,2035,2 full beds,"₪ 10,040",False,False,False,True,False,,24 March 2025,29 March 2025
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,3,8.0,9.3,1030,2 full beds,"₪ 6,395",True,True,True,True,False,2.6 km from downtown,24 March 2025,29 March 2025
Hotel Indigo Lower East Side New York by IHG,4,7.4,,535,1 queen bed,"₪ 6,633",False,False,False,True,False,5.2 km from downtown,24 March 2025,29 March 2025
Hilton Garden Inn New York Times Square South,3,8.2,,3957,1 king bed,"₪ 5,135",False,False,False,True,True,,24 March 2025,29 March 2025
Hyatt Centric Wall Street New York,4,8.1,,808,1 king bed,"₪ 7,176",False,False,False,True,False,7.3 km from downtown,24 March 2025,29 March 2025
Artezen Hotel,4,9.2,9.6,1320,1 king bed,"₪ 5,680",False,False,False,True,False,6.9 km from downtown,24 March 2025,29 March 2025
Graduate by Hilton New York,4,8.8,9.4,4433,1 king bed,"₪ 4,562",False,False,False,True,True,2.6 km from downtown,24 March 2025,29 March 2025
Motto by Hilton New York City Chelsea,4,8.5,9.4,3172,1 king bed,"₪ 6,775",False,True,True,True,True,2.8 km from downtown,24 March 2025,29 March 2025
Hyatt Centric Midtown 5th Avenue New York,4,8.0,,1194,1 king bed,"₪ 9,019",False,True,True,True,False,,24 March 2025,29 March 2025
Embassy Suites By Hilton New York Manhattan Times Square,4,7.7,9.3,3838,1 king bed,"₪ 8,764",True,False,True,True,True,1.9 km from downtown,24 March 2025,29 March 2025
Hampton Inn by Hilton New York Times Square,3,7.8,9.5,2699,1 king bed,"₪ 5,824",True,False,False,True,False,,24 March 2025,29 March 2025
Hyatt Herald Square New York,4,8.1,9.3,1345,1 king bed,"₪ 8,170",False,True,False,True,True,2.4 km from downtown,24 March 2025,29 March 2025
Sheraton Tribeca New York Hotel,4,7.9,,3143,1 king bed,"₪ 6,780",False,False,False,True,False,5.6 km from downtown,24 March 2025,29 March 2025
The Manhattan at Times Square,4,5.5,,7600,N/A,"₪ 4,860",False,False,False,True,True,,24 March 2025,29 March 2025
Renaissance New York Midtown Hotel,4,8.7,9.3,1606,1 king bed,"₪ 7,942",False,True,True,True,False,2 km from downtown,24 March 2025,29 March 2025
The Muse New York,4,8.5,9.5,2665,2 queen beds,"₪ 7,188",False,True,True,True,True,,24 March 2025,29 March 2025
DoubleTree by Hilton Hotel New York City - Chelsea,4,7.2,,3782,1 king bed,"₪ 4,737",False,True,True,True,True,2.5 km from downtown,24 March 2025,29 March 2025
"Hotel 50 Bowery, part of JdV by Hyatt",4,8.6,,956,1 king bed,"₪ 6,247",False,True,False,True,False,5.9 km from downtown,24 March 2025,29 March 2025
Hotel Belleclaire Central Park,4,8.2,9.3,5115,2 full beds,"₪ 7,973",True,True,True,True,False,1.6 km from downtown,24 March 2025,29 March 2025
voco Times Square South New York by IHG,4,8.1,,3868,1 full bed,"₪ 5,328",True,True,True,True,False,,24 March 2025,29 March 2025
Sanctuary Hotel New York,4,8.2,9.7,1527,1 queen bed,"₪ 5,948",True,False,False,True,False,,24 March 2025,29 March 2025
Sheraton New York Times Square Hotel,4,6.4,,1833,1 queen bed,"₪ 6,659",False,False,False,True,False,,24 March 2025,29 March 2025
Hotel Indigo NYC Downtown - Wall Street by IHG,4,8.4,,1055,N/A,"₪ 4,250",False,False,False,True,False,7.3 km from downtown,24 March 2025,29 March 2025
Heritage Hotel New York City,3,7.4,9.4,3801,1 king bed,"₪ 3,537",False,False,False,True,False,2.8 km from downtown,24 March 2025,29 March 2025
Moxy NYC Chelsea,4,8.3,9.3,3053,1 king bed,"₪ 7,587",False,True,True,True,False,2.5 km from downtown,24 March 2025,29 March 2025
Hard Rock Hotel New York,4,8.6,9.4,3052,1 king bed,"₪ 7,847",False,False,False,True,False,,24 March 2025,29 March 2025
Hotel Indigo NYC Financial District by IHG,3,8.9,9.5,1617,1 king bed,"₪ 4,463",False,False,False,True,False,7.2 km from downtown,24 March 2025,29 March 2025
"Hotel Shocard Broadway, Times Square",3,7.1,9.3,2780,1 queen bed,"₪ 3,724",False,True,False,True,False,,24 March 2025,29 March 2025
Sofitel New York,4,7.8,9.3,1140,2 twin beds,"₪ 12,282",False,True,True,True,True,,24 March 2025,29 March 2025
Hilton Garden Inn New York Times Square North,3,8.2,9.4,2422,2 full beds,"₪ 7,978",False,True,True,True,True,,24 March 2025,29 March 2025
Aloft Manhattan Downtown - Financial District,4,7.9,,1099,1 king bed,"₪ 4,058",False,True,True,True,False,6.8 km from downtown,24 March 2025,29 March 2025
Hotel St. James,2,8.1,9.7,3234,1 queen bed,"₪ 6,006",False,False,False,True,False,,24 March 2025,29 March 2025
Hotel 48LEX New York,4,7.4,,390,1 queen bed,"₪ 6,883",False,False,False,True,False,,24 March 2025,29 March 2025
Warwick New York,4,8.2,9.6,6625,1 king bed,"₪ 8,663",False,False,False,True,False,,24 March 2025,29 March 2025
Hilton Garden Inn New York - Times Square Central,3,7.7,9.3,1800,1 queen bed,"₪ 5,969",False,False,False,True,True,,24 March 2025,29 March 2025
Renaissance New York Harlem Hotel,3,7.9,,1142,1 king bed,"₪ 4,286",False,True,True,True,False,5.4 km from downtown,24 March 2025,29 March 2025
Cambria Hotel New York - Chelsea,4,8.0,,3976,1 king bed,"₪ 5,216",False,True,True,True,False,2.5 km from downtown,24 March 2025,29 March 2025
NoMo SoHo,4,7.7,,1426,1 queen bed,"₪ 6,586",False,False,False,True,False,5.6 km from downtown,24 March 2025,29 March 2025
Hilton New York Times Square,4,7.2,,1227,1 king bed,"₪ 6,811",False,False,False,True,False,,24 March 2025,29 March 2025
Royalton New York,4.0,7.5,9.4,3117,1 queen bed,"₪ 6,135",False,True,False,True,False,,30 March 2025,4 April 2025
Riu Plaza Manhattan Times Square,4.0,8.7,9.6,13192,"2 beds (1 king, 1 sofa bed)","₪ 10,331",True,False,False,True,True,,30 March 2025,4 April 2025
UNTITLED at 3 Freeman Alley,4.0,8.5,,605,1 full bed,"₪ 5,950",True,True,False,False,False,5.2 km from downtown,30 March 2025,4 April 2025
Aura Hotel Times Square Newly Renovated,4.0,7.7,9.4,526,1 full bed,"₪ 4,575",False,True,False,True,False,,30 March 2025,4 April 2025
Sonder at One Platt,4.0,8.2,,1922,N/A,"₪ 5,437",False,True,False,False,False,7 km from downtown,30 March 2025,4 April 2025
"33 Hotel, New York City, Seaport",5.0,8.8,9.3,681,1 king bed,"₪ 6,218",False,True,False,False,False,6.9 km from downtown,30 March 2025,4 April 2025
NH Collection New York Madison Avenue,4.0,8.5,9.5,1940,Beds: 1 double or 2 twins,"₪ 9,032",False,False,False,False,True,2 km from downtown,30 March 2025,4 April 2025
Hotel 57 by LuxUrban,4.0,7.0,,5160,1 full bed,"₪ 4,149",False,False,False,True,False,,30 March 2025,4 April 2025
"The New Yorker, A Wyndham Hotel",4.0,7.7,9.4,15547,1 queen bed,"₪ 5,011",False,True,False,True,False,,30 March 2025,4 April 2025
Residence Inn by Marriott New York Manhattan/Times Square,4.0,8.1,9.7,7035,N/A,"₪ 7,197",True,False,False,True,False,,30 March 2025,4 April 2025
Pod Times Square,3.0,8.3,9.4,23112,2 twin beds,"₪ 3,349",False,True,True,True,False,,30 March 2025,4 April 2025
SpringHill Suites by Marriott New York Manhattan Chelsea,4.0,8.4,9.5,11132,N/A,"₪ 6,571",True,True,False,False,False,2.5 km from downtown,30 March 2025,4 April 2025
Arlo Midtown,4.0,8.6,,6066,1 king bed,"₪ 6,321",False,False,False,True,False,,30 March 2025,4 April 2025
Holiday Inn Express - Times Square South by IHG,3.0,8.2,9.5,2881,1 king bed,"₪ 5,129",True,False,False,False,False,2 km from downtown,30 March 2025,4 April 2025
Hyatt House New York/Chelsea,3.0,8.5,9.5,1805,N/A,"₪ 7,310",True,False,False,False,False,2.5 km from downtown,30 March 2025,4 April 2025
Fairfield Inn by Marriott New York Manhattan/Financial District,3.0,7.8,,3655,1 king bed,"₪ 3,696",True,True,True,False,False,7.2 km from downtown,30 March 2025,4 April 2025
citizenM New York Times Square,4.0,8.7,9.6,3980,1 king bed,"₪ 5,807",False,False,False,True,True,,30 March 2025,4 April 2025
Element Times Square West,4.0,8.1,,7691,1 king bed,"₪ 4,729",True,False,False,True,False,,30 March 2025,4 April 2025
Doubletree By Hilton New York Times Square West,4.0,6.8,,10901,1 king bed,"₪ 4,130",False,False,False,True,True,,30 March 2025,4 April 2025
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,4.0,8.4,,7003,2 queen beds,"₪ 7,851",True,True,True,True,False,,30 March 2025,4 April 2025
Hyatt Centric Times Square New York,4.0,8.4,9.5,1406,1 king bed,"₪ 7,362",False,False,False,True,True,,30 March 2025,4 April 2025
Candlewood Suites NYC -Times Square by IHG,3.0,8.1,,2067,N/A,"₪ 5,427",False,False,False,True,False,,30 March 2025,4 April 2025
LUMA Hotel - Times Square,4.0,9.0,9.8,4190,2 queen beds,"₪ 7,575",False,True,True,True,False,,30 March 2025,4 April 2025
Home2 Suites By Hilton New York Times Square,3.0,7.8,9.5,1292,1 queen bed,"₪ 5,143",True,False,False,True,False,,30 March 2025,4 April 2025
Homewood Suites Midtown Manhattan Times Square South,3.0,8.3,,4420,1 king bed,"₪ 6,358",True,False,False,True,True,,30 March 2025,4 April 2025
New York Marriott Marquis,5.0,8.3,9.5,3072,2 full beds,"₪ 10,190",False,False,False,True,False,,30 March 2025,4 April 2025
The Blakely by LuxUrban,,7.4,9.4,6072,1 king bed,"₪ 5,303",False,False,False,True,False,,30 March 2025,4 April 2025
Renaissance New York Times Square by Marriott,4.0,8.4,9.6,2176,2 full beds,"₪ 8,819",False,True,True,True,False,,30 March 2025,4 April 2025
The Belvedere Hotel,3.0,7.9,9.4,5881,2 full beds,"₪ 4,550",False,True,False,True,False,,30 March 2025,4 April 2025
Hotel Edison Times Square,4.0,7.7,9.4,13093,1 king bed,"₪ 5,103",True,True,True,True,False,,30 March 2025,4 April 2025
Omni Berkshire Place,4.0,8.6,9.6,1704,1 king bed,"₪ 9,599",False,True,False,True,False,,30 March 2025,4 April 2025
Holiday Inn Express - Times Square by IHG,3.0,6.9,,2211,1 king bed,"₪ 4,379",True,False,False,True,False,,30 March 2025,4 April 2025
Hampton Inn Manhattan Chelsea,3.0,7.2,,1832,1 king bed,"₪ 5,071",True,False,False,False,True,2.9 km from downtown,30 March 2025,4 April 2025
The Chelsean New York,3.0,7.0,,2919,1 king bed,"₪ 3,572",False,True,False,False,False,2.8 km from downtown,30 March 2025,4 April 2025
Hilton Club The Central at 5th New York,3.0,9.0,9.8,814,1 king bed,"₪ 6,566",False,False,False,True,False,,30 March 2025,4 April 2025
Hyatt Place New York City - Times Square,4.0,7.8,,21755,1 king bed,"₪ 5,236",True,True,True,True,False,,30 March 2025,4 April 2025
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557,1 king bed,"₪ 4,604",False,True,True,False,False,7 km from downtown,30 March 2025,4 April 2025
The Pearl Hotel,4.0,8.7,9.7,2135,1 queen bed,"₪ 6,720",True,True,False,True,False,,30 March 2025,4 April 2025
The Herald by LuxUrban,3.0,7.7,9.6,9270,1 king bed,"₪ 5,361",False,False,False,False,False,2 km from downtown,30 March 2025,4 April 2025
Tempo By Hilton New York Times Square,4.0,8.6,9.5,892,1 king bed,"₪ 7,574",False,True,True,True,False,,30 March 2025,4 April 2025
Sonder Battery Park,3.0,8.6,,2568,N/A,"₪ 6,083",False,True,False,False,False,7.5 km from downtown,30 March 2025,4 April 2025
Hilton Garden Inn New York/Midtown Park Avenue,3.0,8.1,9.3,2239,1 king bed,"₪ 5,507",False,True,True,False,True,2.4 km from downtown,30 March 2025,4 April 2025
"The Beekman Tower, Trademark Collection by Wyndham",4.0,8.4,,1680,N/A,"₪ 5,708",False,True,True,True,False,,30 March 2025,4 April 2025
TRYP by Wyndham New York City Times Square - Midtown,4.0,7.4,,2691,Multiple bed types,"₪ 3,921",False,True,True,True,False,,30 March 2025,4 April 2025
Hotel Lucerne,4.0,8.5,9.5,2180,1 queen bed,"₪ 5,097",False,True,False,False,False,1.7 km from downtown,30 March 2025,4 April 2025
Fairfield Inn & Suites New York Manhattan/Downtown East,3.0,8.3,,1286,"2 beds (1 king, 1 sofa bed)","₪ 4,718",True,False,False,False,False,6.2 km from downtown,30 March 2025,4 April 2025
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,4.0,8.6,9.4,1785,N/A,"₪ 5,251",True,False,False,False,True,6.9 km from downtown,30 March 2025,4 April 2025
